%iy id it imin Q* QH QE Qs Qf Wind RH Td press rain Kdn snow ldown fcld wuh xsmd lai_hr Kdiff Kdir Wd
1997 160 22 0 -999.0 -999.0 -999.0 -999.0 -999.0 3.8 76 20.3 -999.0 -999.0 0 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 0 0 110
1997 160 23 0 -999.0 -999.0 -999.0 -999.0 -999.0 3.2 79 19.3 -999.0 -999.0 0 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 0 0 110
1997 161 0 0 -999.0 -999.0 -999.0 -999.0 -999.0 3.2 80 18.8 -999.0 -999.0 0 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 0 0 270
1997 161 1 0 -999.0 -999.0 -999.0 -999.0 -999.0 2.9 82 18.3 -999.0 -999.0 0 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 0 0 350
1997 161 2 0 -999.0 -999.0 -999.0 -999.0 -999.0 3.2 86 17.8 -999.0 -999.0 0 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 0 0 340
1997 161 3 0 -999.0 -999.0 -999.0 -999.0 -999.0 3.2 91 17.0 -999.0 -999.0 0 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 0 0 310
1997 161 4 0 -999.0 -999.0 -999.0 -999.0 -999.0 2.3 92 16.9 -999.0 -999.0 0 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 0 0 290
1997 161 5 0 -999.0 -999.0 -999.0 -999.0 -999.0 1.8 94 17.0 -999.0 -999.0 48 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 48 0 280
1997 161 6 0 -999.0 -999.0 -999.0 -999.0 -999.0 1.8 93 17.3 -999.0 -999.0 150 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 9 526 200
1997 161 7 0 -999.0 -999.0 -999.0 -999.0 -999.0 2.0 88 17.9 -999.0 -999.0 297 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 0 739 270
1997 161 8 0 -999.0 -999.0 -999.0 -999.0 -999.0 2.6 81 18.8 -999.0 -999.0 481 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 0 850 300
1997 161 9 0 -999.0 -999.0 -999.0 -999.0 -999.0 3.8 74 20.3 -999.0 -999.0 657 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 0 912 320
1997 161 10 0 -999.0 -999.0 -999.0 -999.0 -999.0 4.9 69 21.7 -999.0 -999.0 811 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 27 949 320
1997 161 11 0 -999.0 -999.0 -999.0 -999.0 -999.0 5.5 66 21.9 -999.0 -999.0 890 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 25 970 310
1997 161 12 0 -999.0 -999.0 -999.0 -999.0 -999.0 6.4 66 22.2 -999.0 -999.0 919 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 24 976 290
1997 161 13 0 -999.0 -999.0 -999.0 -999.0 -999.0 7.4 62 21.8 -999.0 -999.0 905 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 31 975 300
